index,date,open,high,low,close,volume,dividends,stock splits
0,2024-04-01 00:00:00,0.0689962283,0.0692608058,0.0682381988,0.0684924126,880,0.0000000000,0.0000000000
1,2024-04-01 01:00:00,0.0685287863,0.0685287863,0.0678419024,0.0680867881,848544,0.0000000000,0.0000000000
2,2024-04-01 02:00:00,0.0680787265,0.0682144910,0.0678661242,0.0680403486,0,0.0000000000,0.0000000000
3,2024-04-01 03:00:00,0.0679769740,0.0681209192,0.0676562414,0.0677031875,0,0.0000000000,0.0000000000
4,2024-04-01 04:00:00,0.0676574782,0.0677262023,0.0673153624,0.0675700456,0,0.0000000000,0.0000000000
5,2024-04-01 05:00:00,0.0674396083,0.0675838217,0.0637108237,0.0638999864,22261552,0.0000000000,0.0000000000
6,2024-04-01 06:00:00,0.0640044138,0.0649432912,0.0640044138,0.0647518486,8344896,0.0000000000,0.0000000000
7,2024-04-01 07:00:00,0.0647287890,0.0650545284,0.0647246391,0.0650545284,2752048,0.0000000000,0.0000000000
8,2024-04-01 08:00:00,0.0649396926,0.0649396926,0.0641129613,0.0641599074,3626416,0.0000000000,0.0000000000
9,2024-04-01 09:00:00,0.0641894490,0.0649208277,0.0641894490,0.0642306432,7915840,0.0000000000,0.0000000000
10,2024-04-01 10:00:00,0.0642311051,0.0644251406,0.0640224665,0.0644251406,506224,0.0000000000,0.0000000000
11,2024-04-01 11:00:00,0.0643805861,0.0645423681,0.0641132444,0.0641496181,0,0.0000000000,0.0000000000
12,2024-04-01 12:00:00,0.0640858784,0.0647285804,0.0640858784,0.0647285804,2569264,0.0000000000,0.0000000000
13,2024-04-01 13:00:00,0.0646833554,0.0650124252,0.0643352270,0.0649332404,1353184,0.0000000000,0.0000000000
14,2024-04-01 14:00:00,0.0649006516,0.0649006516,0.0631686226,0.0631686226,3886032,0.0000000000,0.0000000000
15,2024-04-01 15:00:00,0.0630298108,0.0630298108,0.0621753223,0.0621753223,8349536,0.0000000000,0.0000000000
16,2024-04-01 16:00:00,0.0622007921,0.0626167282,0.0622007921,0.0622368976,1255888,0.0000000000,0.0000000000
17,2024-04-01 17:00:00,0.0620863661,0.0622087941,0.0617851727,0.0622087941,481696,0.0000000000,0.0000000000
18,2024-04-01 18:00:00,0.0621660687,0.0621660687,0.0615718178,0.0620107800,902880,0.0000000000,0.0000000000
19,2024-04-01 19:00:00,0.0621151887,0.0630025566,0.0621151887,0.0630025566,1772800,0.0000000000,0.0000000000
20,2024-04-01 20:00:00,0.0630873293,0.0636474416,0.0629006475,0.0636474416,1244912,0.0000000000,0.0000000000
21,2024-04-01 21:00:00,0.0636893809,0.0637092441,0.0635477155,0.0635744855,0,0.0000000000,0.0000000000
22,2024-04-01 22:00:00,0.0636173338,0.0636354610,0.0635295287,0.0635295287,0,0.0000000000,0.0000000000
