index,date,open,high,low,close,volume,dividends,stock splits
0,2024-04-01 00:00:00,0.6292531490,0.6319863796,0.6285450459,0.6308281422,628352,0.0000000000,0.0000000000
1,2024-04-01 01:00:00,0.6309297085,0.6311435699,0.6285459399,0.6302289963,19735360,0.0000000000,0.0000000000
2,2024-04-01 02:00:00,0.6302216053,0.6306521893,0.6288968325,0.6295202374,10224832,0.0000000000,0.0000000000
3,2024-04-01 03:00:00,0.6295777559,0.6297475100,0.6275858283,0.6275858283,8312000,0.0000000000,0.0000000000
4,2024-04-01 04:00:00,0.6276083589,0.6279712319,0.6268050671,0.6278713942,10466688,0.0000000000,0.0000000000
5,2024-04-01 05:00:00,0.6278344393,0.6288157701,0.6062068343,0.6071913838,175927744,0.0000000000,0.0000000000
6,2024-04-01 06:00:00,0.6069250703,0.6150708199,0.6069118381,0.6144528985,147268672,0.0000000000,0.0000000000
7,2024-04-01 07:00:00,0.6143012047,0.6160330772,0.6137815118,0.6160330772,36807424,0.0000000000,0.0000000000
8,2024-04-01 08:00:00,0.6160558462,0.6160558462,0.6101236343,0.6118002534,53056512,0.0000000000,0.0000000000
9,2024-04-01 09:00:00,0.6117016077,0.6128207445,0.6099740267,0.6100161672,29815168,0.0000000000,0.0000000000
10,2024-04-01 10:00:00,0.6100374460,0.6116940975,0.6084462404,0.6116914749,34588544,0.0000000000,0.0000000000
11,2024-04-01 11:00:00,0.6116973758,0.6125437617,0.6096847057,0.6100986600,20431232,0.0000000000,0.0000000000
12,2024-04-01 12:00:00,0.6100440621,0.6125514507,0.6097710729,0.6125514507,20680832,0.0000000000,0.0000000000
13,2024-04-01 13:00:00,0.6125395298,0.6141923666,0.6108106971,0.6135869622,31070080,0.0000000000,0.0000000000
14,2024-04-01 14:00:00,0.6135989428,0.6138858199,0.6022081375,0.6034662724,74412032,0.0000000000,0.0000000000
15,2024-04-01 15:00:00,0.6032194495,0.6033505797,0.5973657966,0.6003082991,136001920,0.0000000000,0.0000000000
16,2024-04-01 16:00:00,0.6001555920,0.6056066751,0.5995215178,0.6051779985,66345216,0.0000000000,0.0000000000
17,2024-04-01 17:00:00,0.6049892902,0.6076353192,0.6024800539,0.6076353192,78905088,0.0000000000,0.0000000000
18,2024-04-01 18:00:00,0.6075813174,0.6086419821,0.6058425903,0.6071687937,23748992,0.0000000000,0.0000000000
19,2024-04-01 19:00:00,0.6072139144,0.6112847328,0.6066002846,0.6112847328,13765248,0.0000000000,0.0000000000
20,2024-04-01 20:00:00,0.6115100980,0.6134705544,0.6110299826,0.6134705544,7507584,0.0000000000,0.0000000000
21,2024-04-01 21:00:00,0.6134834290,0.6140922308,0.6128548384,0.6128925085,1318784,0.0000000000,0.0000000000
22,2024-04-01 22:00:00,0.6129021645,0.6131237745,0.6118666530,0.6122478843,0,0.0000000000,0.0000000000
23,2024-04-01 23:00:00,0.6122356653,0.6137174368,0.6112416387,0.6112416387,1191168,0.0000000000,0.0000000000
24,2024-04-02 00:00:00,0.6113034487,0.6113659143,0.6066546440,0.6093899608,0,0.0000000000,0.0000000000
25,2024-04-02 01:00:00,0.6093661785,0.6177123785,0.6091616154,0.6160716414,30484992,0.0000000000,0.0000000000
26,2024-04-02 02:00:00,0.6159476042,0.6171751022,0.5919163823,0.5988166928,197977728,0.0000000000,0.0000000000
27,2024-04-02 03:00:00,0.5988594294,0.6021500826,0.5939043760,0.5952566266,90073216,0.0000000000,0.0000000000
28,2024-04-02 04:00:00,0.5953480601,0.6027879119,0.5953156352,0.6000197530,72599936,0.0000000000,0.0000000000
29,2024-04-02 05:00:00,0.6000810862,0.6000810862,0.5947406888,0.5981884599,0,0.0000000000,0.0000000000
30,2024-04-02 06:00:00,0.5981835723,0.6019685268,0.5974774361,0.6018584371,0,0.0000000000,0.0000000000
31,2024-04-02 07:00:00,0.6019861102,0.6030439138,0.5998007655,0.6003057361,0,0.0000000000,0.0000000000
32,2024-04-02 08:00:00,0.6002959609,0.6017938852,0.5943610668,0.5943610668,12648704,0.0000000000,0.0000000000
