index,date,open,high,low,close,volume,dividends,stock splits
0,2024-04-01 00:00:00,0.2200394869,0.2200394869,0.2168801278,0.2182504386,719872,0.0000000000,0.0000000000
1,2024-04-01 01:00:00,0.2183318883,0.2187675238,0.2158941031,0.2166430801,0,0.0000000000,0.0000000000
2,2024-04-01 02:00:00,0.2166543603,0.2170483470,0.2154296041,0.2163971812,0,0.0000000000,0.0000000000
3,2024-04-01 03:00:00,0.2164732665,0.2169888765,0.2147877365,0.2161602527,3577344,0.0000000000,0.0000000000
4,2024-04-01 04:00:00,0.2161323577,0.2163823843,0.2148746103,0.2158996761,0,0.0000000000,0.0000000000
5,2024-04-01 05:00:00,0.2158463150,0.2171045989,0.2021834701,0.2030655146,254164480,0.0000000000,0.0000000000
6,2024-04-01 06:00:00,0.2023638338,0.2081636786,0.2022849321,0.2067227662,265106688,0.0000000000,0.0000000000
7,2024-04-01 07:00:00,0.2067867666,0.2078503072,0.2061193436,0.2076189965,50532352,0.0000000000,0.0000000000
8,2024-04-01 08:00:00,0.2075903416,0.2075903416,0.2027512640,0.2040082663,130630400,0.0000000000,0.0000000000
9,2024-04-01 09:00:00,0.2040385902,0.2046856433,0.2033912838,0.2034053504,5497856,0.0000000000,0.0000000000
10,2024-04-01 10:00:00,0.2033515275,0.2064389586,0.2031338811,0.2064389586,58703616,0.0000000000,0.0000000000
11,2024-04-01 11:00:00,0.2064250559,0.2075776756,0.2050603032,0.2060145885,74117888,0.0000000000,0.0000000000
12,2024-04-01 12:00:00,0.2059576362,0.2095824927,0.2056512833,0.2090706825,96389632,0.0000000000,0.0000000000
13,2024-04-01 13:00:00,0.2090783566,0.2105113119,0.2088326961,0.2088326961,109453056,0.0000000000,0.0000000000
14,2024-04-01 14:00:00,0.2087991834,0.2090230733,0.2022285610,0.2026797980,89846784,0.0000000000,0.0000000000
15,2024-04-01 15:00:00,0.2025142014,0.2025142014,0.1981261671,0.1996013671,41004032,0.0000000000,0.0000000000
16,2024-04-01 16:00:00,0.1995615661,0.2019864023,0.1990882158,0.2016278356,48104960,0.0000000000,0.0000000000
17,2024-04-01 17:00:00,0.2015791386,0.2021991014,0.1995406002,0.2021991014,24316160,0.0000000000,0.0000000000
18,2024-04-01 18:00:00,0.2023478150,0.2038695663,0.2006117851,0.2037745416,0,0.0000000000,0.0000000000
19,2024-04-01 19:00:00,0.2037974894,0.2062565237,0.2031491697,0.2062305212,0,0.0000000000,0.0000000000
20,2024-04-01 20:00:00,0.2063090205,0.2063786834,0.2036702931,0.2056220621,0,0.0000000000,0.0000000000
21,2024-04-01 21:00:00,0.2056860328,0.2059566230,0.2040397823,0.2044954300,0,0.0000000000,0.0000000000
22,2024-04-01 22:00:00,0.2045010626,0.2057637125,0.2044724971,0.2049968839,0,0.0000000000,0.0000000000
23,2024-04-01 23:00:00,0.2049473375,0.2062346190,0.2048469633,0.2056192458,0,0.0000000000,0.0000000000
24,2024-04-02 00:00:00,0.2054985166,0.2054985166,0.2007465363,0.2025782168,0,0.0000000000,0.0000000000
25,2024-04-02 01:00:00,0.2025801241,0.2047779858,0.2024252564,0.2038294673,0,0.0000000000,0.0000000000
26,2024-04-02 02:00:00,0.2038436979,0.2038677186,0.1912404448,0.1919365376,287266560,0.0000000000,0.0000000000
27,2024-04-02 03:00:00,0.1920455843,0.1934636831,0.1874006689,0.1883346289,232491776,0.0000000000,0.0000000000
28,2024-04-02 04:00:00,0.1883395463,0.1903667748,0.1879909933,0.1884983480,83598080,0.0000000000,0.0000000000
29,2024-04-02 05:00:00,0.1885402203,0.1888488531,0.1855962425,0.1888058484,0,0.0000000000,0.0000000000
30,2024-04-02 06:00:00,0.1889353245,0.1915861815,0.1889353245,0.1906944364,0,0.0000000000,0.0000000000
31,2024-04-02 07:00:00,0.1906146705,0.1906146705,0.1867730021,0.1869907677,0,0.0000000000,0.0000000000
32,2024-04-02 08:00:00,0.1869590431,0.1875915974,0.1829791218,0.1829791218,0,0.0000000000,0.0000000000
33,2024-04-02 09:00:00,0.1830048710,0.1859214604,0.1816077679,0.1853566915,175301888,0.0000000000,0.0000000000
34,2024-04-02 10:00:00,0.1853737831,0.1856214404,0.1824869066,0.1839852482,64667136,0.0000000000,0.0000000000
35,2024-04-02 11:00:00,0.1840219796,0.1844626814,0.1806439906,0.1833658367,80855552,0.0000000000,0.0000000000
36,2024-04-02 12:00:00,0.1836858243,0.1868064404,0.1836858243,0.1842072308,29860096,0.0000000000,0.0000000000
37,2024-04-02 13:00:00,0.1841419041,0.1857408732,0.1809260547,0.1857408732,63603456,0.0000000000,0.0000000000
38,2024-04-02 14:00:00,0.1855517924,0.1899266690,0.1852965951,0.1876503676,39831552,0.0000000000,0.0000000000
39,2024-04-02 15:00:00,0.1876040399,0.1885183454,0.1820827872,0.1820827872,0,0.0000000000,0.0000000000
40,2024-04-02 16:00:00,0.1821151525,0.1857959777,0.1815805584,0.1851447970,72450048,0.0000000000,0.0000000000
41,2024-04-02 17:00:00,0.1851468980,0.1855814308,0.1834128648,0.1843518913,0,0.0000000000,0.0000000000
42,2024-04-02 18:00:00,0.1845780611,0.1880202591,0.1844276190,0.1872695982,10048000,0.0000000000,0.0000000000
43,2024-04-02 19:00:00,0.1872463673,0.1889991164,0.1868123114,0.1870003641,0,0.0000000000,0.0000000000
44,2024-04-02 20:00:00,0.1870297939,0.1876052171,0.1844914258,0.1845733076,3070720,0.0000000000,0.0000000000
45,2024-04-02 21:00:00,0.1846185029,0.1850683987,0.1815893352,0.1835820526,2514688,0.0000000000,0.0000000000
46,2024-04-02 22:00:00,0.1835557371,0.1856599599,0.1833979785,0.1855943054,2580480,0.0000000000,0.0000000000
47,2024-04-02 23:00:00,0.1855964661,0.1855964661,0.1823377162,0.1823377162,0,0.0000000000,0.0000000000
48,2024-04-03 00:00:00,0.1823470145,0.1844369769,0.1731298417,0.1766810566,228679424,0.0000000000,0.0000000000
49,2024-04-03 01:00:00,0.1768810898,0.1848051399,0.1756162345,0.1846670359,164685824,0.0000000000,0.0000000000
50,2024-04-03 02:00:00,0.1847406775,0.1865414530,0.1836185008,0.1852756590,0,0.0000000000,0.0000000000
