index,date,open,high,low,close,volume,CT,QV,N,TB,TQ,I
0,2023-07-02 00:00:00,8.785e-05,8.8e-05,8.4e-05,8.681e-05,57859293405.7,1688342399999.0,5009536.45496045,30815.0,26146697542.22,2263343.52730185,0.0
1,2023-07-03 00:00:00,8.686e-05,8.794e-05,8.607e-05,8.793e-05,75876521665.96,1688428799999.0,6610387.16331745,39976.0,33735443832.16,2938948.37574791,0.0
2,2023-07-04 00:00:00,8.793e-05,8.956e-05,8.511e-05,8.601e-05,84275051307.19,1688515199999.0,7345930.7267994,39766.0,39470707451.86,3444053.1929669,0.0
3,2023-07-05 00:00:00,8.602e-05,8.682e-05,8.113e-05,8.257e-05,109982213248.23,1688601599999.0,9171287.88284426,54446.0,54699387469.82,4552297.84005007,0.0
4,2023-07-06 00:00:00,8.255e-05,8.508e-05,8e-05,8.029e-05,76708819082.6,1688687999999.0,6353472.72386143,35757.0,33969281853.98,2814698.57183863,0.0
5,2023-07-07 00:00:00,8.025e-05,8.22e-05,7.882e-05,8.148e-05,62365675147.06,1688774399999.0,5029017.30438417,28456.0,27682527500.12,2233639.43044474,0.0
6,2023-07-08 00:00:00,8.149e-05,8.562e-05,8.131e-05,8.343e-05,89276495329.18,1688860799999.0,7441606.70753348,40259.0,43947070151.19,3665736.8973853,0.0
7,2023-07-09 00:00:00,8.338e-05,8.368e-05,8.11e-05,8.204e-05,48085255736.74,1688947199999.0,3957905.66204328,27158.0,20237307547.51,1666722.41527664,0.0
8,2023-07-10 00:00:00,8.201e-05,8.5e-05,8e-05,8.317e-05,107522749862.68,1689033599999.0,8918537.39953251,47122.0,54222169082.33,4501588.15664711,0.0
9,2023-07-11 00:00:00,8.317e-05,8.427e-05,8.175e-05,8.311e-05,71549716373.33,1689119999999.0,5942706.17024967,35236.0,35740221701.3,2968019.53557865,0.0
10,2023-07-12 00:00:00,8.311e-05,8.42e-05,8.213e-05,8.358e-05,54689844025.6,1689206399999.0,4560811.23503503,30859.0,28655296048.58,2390637.63771439,0.0
11,2023-07-13 00:00:00,8.356e-05,8.745e-05,8.28e-05,8.661e-05,145395378530.17,1689292799999.0,12431619.53715114,59509.0,70321871676.03,6004847.01897635,0.0
12,2023-07-14 00:00:00,8.665e-05,9e-05,8.288e-05,8.543e-05,163339814812.65,1689379199999.0,14233448.21095288,66576.0,79534191727.35,6925547.1362896,0.0
13,2023-07-15 00:00:00,8.542e-05,9.469e-05,8.45e-05,9.216e-05,263988913130.79,1689465599999.0,23800573.4368178,121796.0,133199794619.04,12002831.39886695,0.0
14,2023-07-16 00:00:00,9.215e-05,9.45e-05,8.82e-05,9.2e-05,307665926281.48,1689551999999.0,28149875.41330113,121113.0,153632047123.15,14065065.66035555,0.0
15,2023-07-17 00:00:00,9.206e-05,9.689e-05,8.95e-05,9.157e-05,253252558559.96,1689638399999.0,23584206.86078838,104827.0,125215588336.63,11669206.54796456,0.0
16,2023-07-18 00:00:00,9.162e-05,9.252e-05,8.591e-05,8.849e-05,112965305634.86,1689724799999.0,9966707.75062438,52744.0,53022289622.89,4677351.40151465,0.0
17,2023-07-19 00:00:00,8.849e-05,9.057e-05,8.627e-05,8.672e-05,107422498132.47,1689811199999.0,9479286.18935174,47985.0,49814180960.66,4400151.18467689,0.0
18,2023-07-20 00:00:00,8.672e-05,8.809e-05,8.471e-05,8.584e-05,79280751558.98,1689897599999.0,6865668.5548793,39236.0,34188929881.99,2963204.011707,0.0
19,2023-07-21 00:00:00,8.585e-05,8.995e-05,8.504e-05,8.824e-05,108254873246.96,1689983999999.0,9491374.71478616,49207.0,54597335165.83,4787569.84181363,0.0
20,2023-07-22 00:00:00,8.825e-05,8.987e-05,8.609e-05,8.721e-05,103258115721.62,1690070399999.0,9148321.80270134,44599.0,50447239967.33,4472397.13707541,0.0
21,2023-07-23 00:00:00,8.721e-05,8.806e-05,8.549e-05,8.628e-05,65948550296.82,1690156799999.0,5715020.01011387,29573.0,26668512306.84,2311993.73201655,0.0
