index,date,open,high,low,close,volume,CT,QV,N,TB,TQ,I
0,2024-04-01 00:00:00,71280.0,71288.23,70794.12,70819.25,1999.047,1711936799999.0,141996736.974,113563.0,973.632,69155634.417,0.0
1,2024-04-01 02:00:00,70819.26,70902.8,70520.51,70588.01,1361.767,1711943999999.0,96332328.252,101820.0,638.13,45146000.938,0.0
2,2024-04-01 04:00:00,70588.01,70648.83,69000.0,69167.48,4684.358,1711951199999.0,326876633.756,210921.0,1900.233,132603417.401,0.0
3,2024-04-01 06:00:00,69167.47,69786.0,68888.0,69594.94,5072.141,1711958399999.0,352258819.435,185609.0,2499.232,173626371.49,0.0
4,2024-04-01 08:00:00,69594.94,69616.65,69165.35,69395.0,2849.143,1711965599999.0,197874944.731,127497.0,1459.782,101378315.05,0.0
5,2024-04-01 10:00:00,69395.0,69799.98,69280.01,69460.01,1936.602,1711972799999.0,134615816.31,109114.0,1023.082,71113521.098,0.0
6,2024-04-01 12:00:00,69460.0,70080.0,69400.69,69880.0,2612.594,1711979999999.0,182450416.639,140301.0,1469.459,102638181.773,0.0
7,2024-04-01 14:00:00,69880.0,69933.93,68161.48,68237.15,8398.31,1711987199999.0,578215668.105,311186.0,3671.867,252780532.541,0.0
8,2024-04-01 16:00:00,68237.15,68784.53,68062.86,68750.01,3808.04,1711994399999.0,260844612.175,171705.0,1878.319,128657676.678,0.0
9,2024-04-01 18:00:00,68750.0,69816.24,68450.0,69648.01,4534.497,1712001599999.0,313169194.144,190143.0,2620.952,181081306.205,0.0
10,2024-04-01 20:00:00,69648.01,69900.0,69327.66,69586.0,2294.254,1712008799999.0,159718957.934,126112.0,1207.078,84030413.259,0.0
11,2024-04-01 22:00:00,69585.99,69876.04,69577.96,69649.8,1894.567,1712015999999.0,132132341.01,105467.0,869.386,60638573.93,0.0
12,2024-04-02 00:00:00,69649.81,69674.23,69040.0,69391.12,2251.197,1712023199999.0,156218887.358,121966.0,995.664,69081921.041,0.0
13,2024-04-02 02:00:00,69391.12,69417.23,66000.0,66703.97,12476.353,1712030399999.0,838473043.083,438213.0,5353.456,359438771.214,0.0
14,2024-04-02 04:00:00,66703.97,66940.0,66120.75,66764.65,5225.811,1712037599999.0,347854677.507,195918.0,2596.453,172836754.482,0.0
15,2024-04-02 06:00:00,66764.64,67120.0,66446.22,66455.5,3602.597,1712044799999.0,240647748.725,166991.0,1804.249,120522383.177,0.0
16,2024-04-02 08:00:00,66455.5,66705.08,65746.2,66080.74,5581.282,1712051999999.0,369675714.773,215020.0,2763.453,183064860.764,0.0
17,2024-04-02 10:00:00,66080.74,66280.0,65075.0,65622.69,7455.316,1712059199999.0,488991160.664,259448.0,3695.521,242428797.179,0.0
18,2024-04-02 12:00:00,65622.69,65834.0,64588.58,65224.2,7833.39,1712066399999.0,510504546.48,281702.0,3950.184,257470403.003,0.0
19,2024-04-02 14:00:00,65224.2,66249.83,64666.81,64890.0,9831.654,1712073599999.0,645964014.495,292550.0,5043.695,331551790.504,0.0
20,2024-04-02 16:00:00,64889.99,65750.0,64550.0,65608.01,5380.404,1712080799999.0,351366014.768,229128.0,2716.973,177451586.92,0.0
21,2024-04-02 18:00:00,65608.02,66200.0,65386.96,65914.9,6101.015,1712087999999.0,401955285.798,192466.0,3617.879,238348645.258,0.0
22,2024-04-02 20:00:00,65914.91,66120.0,65200.0,65692.78,4519.137,1712095199999.0,297164552.447,169549.0,2283.379,150157455.659,0.0
23,2024-04-02 22:00:00,65692.77,65933.76,65360.0,65463.99,1541.671,1712102399999.0,101215071.825,99459.0,699.268,45910243.102,0.0
24,2024-04-03 00:00:00,65463.99,65930.51,64493.07,65792.43,6483.844,1712109599999.0,423024139.414,243600.0,3026.396,197518070.445,0.0
25,2024-04-03 02:00:00,65792.42,66288.88,65683.74,66225.79,2867.286,1712116799999.0,189012865.873,153998.0,1584.126,104437289.341,0.0
26,2024-04-03 04:00:00,66225.79,66478.59,65920.0,66077.1,2564.277,1712123999999.0,169769647.019,124820.0,1372.906,90898793.995,0.0
27,2024-04-03 06:00:00,66077.11,66483.87,66052.0,66135.99,1957.533,1712131199999.0,129705419.006,113056.0,1001.613,66369815.238,0.0
28,2024-04-03 08:00:00,66135.98,66642.36,65990.0,66484.58,3450.133,1712138399999.0,229148507.874,159043.0,1961.455,130289409.472,0.0
29,2024-04-03 10:00:00,66484.57,66519.79,65538.06,66059.76,3039.791,1712145599999.0,200752121.236,160972.0,1445.614,95466449.416,0.0
30,2024-04-03 12:00:00,66059.75,66220.0,65635.01,65804.01,2452.305,1712152799999.0,161558957.086,165389.0,1321.101,87037270.739,0.0
31,2024-04-03 14:00:00,65804.01,66903.63,65715.67,65836.01,4871.14,1712159999999.0,323252612.408,216805.0,2544.108,168831441.919,0.0
32,2024-04-03 16:00:00,65836.02,66550.0,65790.21,65952.01,3066.608,1712167199999.0,202925198.597,253112.0,1856.681,122893886.246,0.0
33,2024-04-03 18:00:00,65952.0,66150.0,65451.62,65784.0,3365.391,1712174399999.0,221512171.657,327389.0,1430.861,94194956.868,0.0
