index,date,open,high,low,close,volume,CT,QV,N,TB,TQ,I
0,2023-12-11 00:00:00,43789.5,43789.51,43774.68,43774.69,23.48442,1702252859999.0,1028168.4567888,744.0,7.40351,324139.5853948,0.0
1,2023-12-11 00:01:00,43774.68,43774.69,43758.0,43771.67,28.08376,1702252919999.0,1229063.1647732,809.0,16.78258,734422.7097133,0.0
2,2023-12-11 00:02:00,43771.68,43789.51,43771.68,43789.5,15.88952,1702252979999.0,695661.1624005,501.0,13.91721,609305.9594636,0.0
3,2023-12-11 00:03:00,43789.51,43793.79,43789.5,43793.78,12.83807,1702253039999.0,562206.6598449,432.0,10.13282,443734.1328022,0.0
4,2023-12-11 00:04:00,43793.78,43795.0,43793.78,43794.99,6.16766,1702253099999.0,270105.6291339,412.0,4.46593,195580.2811304,0.0
5,2023-12-11 00:05:00,43794.99,43795.0,43794.99,43795.0,2.41372,1702253159999.0,105708.8600868,213.0,1.6824,73680.708,0.0
6,2023-12-11 00:06:00,43795.0,43795.36,43791.13,43791.13,15.81068,1702253219999.0,692419.8552589,476.0,5.06792,221947.8704411,0.0
7,2023-12-11 00:07:00,43791.14,43800.0,43791.13,43800.0,9.23334,1702253279999.0,404357.7426189,632.0,8.45921,370452.4657173,0.0
8,2023-12-11 00:08:00,43799.99,43804.5,43799.99,43804.5,9.76859,1702253339999.0,427870.1826655,462.0,8.21259,359716.3274055,0.0
9,2023-12-11 00:09:00,43804.5,43804.5,43804.45,43804.45,7.90551,1702253399999.0,346296.7278683,306.0,2.45384,107489.1475584,0.0
10,2023-12-11 00:10:00,43804.45,43804.46,43753.58,43753.58,41.7893,1702253459999.0,1829564.7885565,1188.0,9.25338,405061.8157993,0.0
11,2023-12-11 00:11:00,43753.58,43757.5,43738.07,43738.07,26.20246,1702253519999.0,1146371.7856798,583.0,4.37313,191331.4120604,0.0
12,2023-12-11 00:12:00,43738.07,43750.01,43735.79,43735.8,17.77089,1702253579999.0,777359.7760762,632.0,11.32555,495393.1093791,0.0
13,2023-12-11 00:13:00,43735.8,43745.58,43735.79,43743.02,10.12549,1702253639999.0,442907.555789,413.0,6.30067,275591.741025,0.0
14,2023-12-11 00:14:00,43743.02,43743.03,43735.79,43740.0,13.38931,1702253699999.0,585618.8050702,458.0,8.73408,381999.2632977,0.0
15,2023-12-11 00:15:00,43739.99,43757.53,43735.75,43735.75,22.75033,1702253759999.0,995210.5246108,814.0,15.53917,679751.7730565,0.0
16,2023-12-11 00:16:00,43735.75,43756.8,43735.75,43756.8,20.56888,1702253819999.0,899773.1742453,544.0,17.79259,778319.236867,0.0
17,2023-12-11 00:17:00,43756.79,43756.8,43740.0,43740.0,14.65018,1702253879999.0,640930.8867924,546.0,2.45389,107351.4028894,0.0
18,2023-12-11 00:18:00,43740.0,43756.8,43740.0,43756.79,19.72254,1702253939999.0,862699.1447157,536.0,18.64794,815695.2406793,0.0
19,2023-12-11 00:19:00,43756.8,43760.35,43751.1,43751.1,10.67052,1702253999999.0,466905.440576,612.0,3.6338,158999.4607835,0.0
20,2023-12-11 00:20:00,43751.1,43758.0,43740.0,43758.0,15.81076,1702254059999.0,691662.6555672,667.0,10.83815,474125.8793745,0.0
21,2023-12-11 00:21:00,43758.0,43758.0,43756.86,43756.86,20.51071,1702254119999.0,897503.8743717,362.0,3.90801,171006.052734,0.0
22,2023-12-11 00:22:00,43756.87,43756.9,43756.86,43756.89,20.08731,1702254179999.0,878957.6785623,359.0,4.83403,211522.0361007,0.0
23,2023-12-11 00:23:00,43756.9,43756.9,43740.32,43740.33,10.5327,1702254239999.0,460822.5542422,692.0,1.54188,67455.6392075,0.0
24,2023-12-11 00:24:00,43740.33,43744.59,43740.32,43744.58,8.03673,1702254299999.0,351544.6331766,364.0,7.1031,310705.8501883,0.0
25,2023-12-11 00:25:00,43744.59,43744.81,43743.95,43744.81,25.486,1702254359999.0,1114862.6885689,407.0,18.79693,822253.1763497,0.0
26,2023-12-11 00:26:00,43744.8,43744.81,43744.58,43744.58,5.81649,1702254419999.0,254441.0770722,296.0,2.19909,96198.7697085,0.0
27,2023-12-11 00:27:00,43744.58,43744.59,43739.4,43739.41,9.92621,1702254479999.0,434196.0960592,621.0,1.4652,64093.638024,0.0
28,2023-12-11 00:28:00,43739.41,43743.77,43738.57,43738.57,10.68602,1702254539999.0,467410.1419674,458.0,6.61507,289338.2375717,0.0
29,2023-12-11 00:29:00,43738.57,43738.58,43729.52,43729.52,6.15442,1702254599999.0,269151.7924496,348.0,0.6902,30182.4473312,0.0
30,2023-12-11 00:30:00,43729.52,43733.59,43729.52,43733.59,8.71029,1702254659999.0,380907.291449,431.0,6.11977,267620.4853716,0.0
31,2023-12-11 00:31:00,43733.59,43745.63,43733.58,43745.63,15.61321,1702254719999.0,682936.3742708,503.0,14.04415,614297.7671794,0.0
32,2023-12-11 00:32:00,43745.62,43745.63,43745.62,43745.62,5.81375,1702254779999.0,254326.1411257,255.0,4.28507,187453.0867441,0.0
33,2023-12-11 00:33:00,43745.63,43745.63,43745.62,43745.62,7.00938,1702254839999.0,306629.7244419,247.0,5.05263,221030.4825069,0.0
34,2023-12-11 00:34:00,43745.63,43756.0,43745.62,43756.0,6.20262,1702254899999.0,271368.6946124,409.0,4.62463,202324.5568984,0.0
35,2023-12-11 00:35:00,43756.0,43756.9,43730.55,43730.55,23.9291,1702254959999.0,1046877.0614041,1030.0,4.79514,209812.7186131,0.0
36,2023-12-11 00:36:00,43730.56,43756.0,43730.55,43732.72,20.03609,1702255019999.0,876420.2016395,937.0,8.26719,361591.0365815,0.0
37,2023-12-11 00:37:00,43732.72,43732.72,43728.11,43728.11,11.10192,1702255079999.0,485491.6035733,386.0,5.3316,233146.8745312,0.0
38,2023-12-11 00:38:00,43728.12,43728.12,43724.44,43724.45,10.61899,1702255139999.0,464331.7356334,386.0,3.48471,152375.2096573,0.0
39,2023-12-11 00:39:00,43724.44,43741.1,43724.44,43741.09,15.51541,1702255199999.0,678474.2353026,588.0,10.08746,441127.3596887,0.0
40,2023-12-11 00:40:00,43741.09,43741.1,43734.8,43736.0,8.07844,1702255259999.0,353349.9861814,307.0,0.65527,28659.5971837,0.0
41,2023-12-11 00:41:00,43736.0,43737.57,43736.0,43736.44,7.12052,1702255319999.0,311428.2374992,353.0,3.85823,168744.8032334,0.0
42,2023-12-11 00:42:00,43736.44,43736.44,43694.16,43696.11,31.0254,1702255379999.0,1356275.8779076,910.0,1.1227,49076.4188371,0.0
43,2023-12-11 00:43:00,43696.12,43715.52,43683.79,43683.79,37.10835,1702255439999.0,1621780.7040941,971.0,10.21608,446461.9115134,0.0
44,2023-12-11 00:44:00,43683.8,43688.77,43681.03,43681.03,9.24851,1702255499999.0,404030.7355987,509.0,3.56927,155919.2711032,0.0
45,2023-12-11 00:45:00,43681.04,43681.04,43670.0,43673.0,13.57591,1702255559999.0,592909.5427564,634.0,6.24444,272702.9788813,0.0
46,2023-12-11 00:46:00,43672.99,43697.88,43672.99,43697.76,18.67452,1702255619999.0,815736.9345746,828.0,17.01629,743310.1496849,0.0
47,2023-12-11 00:47:00,43697.76,43704.95,43697.75,43700.34,17.33309,1702255679999.0,757497.4284426,554.0,9.43651,412383.275377,0.0
48,2023-12-11 00:48:00,43700.35,43701.22,43699.56,43701.22,14.60009,1702255739999.0,638031.0350177,469.0,5.43105,237338.0189302,0.0
49,2023-12-11 00:49:00,43701.21,43702.4,43701.21,43702.4,5.15371,1702255799999.0,225227.6307893,310.0,3.76605,164583.6127087,0.0
50,2023-12-11 00:50:00,43702.4,43702.73,43685.56,43685.58,15.23985,1702255859999.0,665972.948618,519.0,4.03707,176429.0817388,0.0
51,2023-12-11 00:51:00,43685.57,43685.58,43670.01,43670.01,6.44313,1702255919999.0,281419.6486313,466.0,0.28491,12444.4033611,0.0
52,2023-12-11 00:52:00,43670.02,43673.83,43670.01,43673.82,7.42981,1702255979999.0,324471.459901,377.0,4.56407,199320.6617983,0.0
53,2023-12-11 00:53:00,43673.83,43673.83,43673.82,43673.83,4.7445,1702256039999.0,207210.4624872,309.0,2.34972,102621.2718276,0.0
54,2023-12-11 00:54:00,43673.83,43673.83,43654.65,43654.66,22.60246,1702256099999.0,987024.2175766,667.0,7.09808,309994.1694328,0.0
55,2023-12-11 00:55:00,43654.66,43654.66,43645.0,43645.01,14.33673,1702256159999.0,625802.2730493,582.0,5.30255,231457.3278257,0.0
56,2023-12-11 00:56:00,43645.01,43646.62,43642.02,43646.61,7.98516,1702256219999.0,348505.7203745,448.0,2.97365,129780.5420011,0.0
57,2023-12-11 00:57:00,43646.62,43656.0,43646.57,43655.99,11.47935,1702256279999.0,501061.0534557,587.0,10.8027,471525.5819037,0.0
58,2023-12-11 00:58:00,43655.99,43656.0,43610.0,43610.01,32.57557,1702256339999.0,1421374.8982095,1120.0,2.68518,117135.8919254,0.0
