index,date,open,high,low,close,volume,CT,QV,N,TB,TQ,I
0,2024-04-01 00:00:00,0.22,0.22003,0.21519,0.21693,213006863.0,1711936799999.0,46296174.05,60275.0,98106321.0,21325031.877,0.0
1,2024-04-01 02:00:00,0.21693,0.21722,0.21425,0.21589,127913335.0,1711943999999.0,27606434.741,41215.0,59817525.0,12911736.699,0.0
2,2024-04-01 04:00:00,0.2159,0.21719,0.19746,0.20184,427851008.0,1711951199999.0,88856747.636,149380.0,198158231.0,41172265.357,0.0
3,2024-04-01 06:00:00,0.20183,0.20868,0.20004,0.20704,431650508.0,1711958399999.0,88908572.265,137486.0,216110032.0,44514276.415,0.0
4,2024-04-01 08:00:00,0.20703,0.20703,0.201,0.20297,346002951.0,1711965599999.0,70473167.302,79465.0,165024961.0,33603327.07,0.0
5,2024-04-01 10:00:00,0.20296,0.20793,0.20242,0.20555,211587051.0,1711972799999.0,43463498.671,63159.0,101279072.0,20800983.86,0.0
6,2024-04-01 12:00:00,0.20554,0.21137,0.20476,0.20875,352344187.0,1711979999999.0,73528646.272,91327.0,169977706.0,35472755.47,0.0
7,2024-04-01 14:00:00,0.20876,0.2093,0.19709,0.19919,571280939.0,1711987199999.0,115392661.946,154530.0,275753497.0,55692217.73,0.0
8,2024-04-01 16:00:00,0.19918,0.20327,0.19842,0.20309,233446236.0,1711994399999.0,46874755.26,57868.0,115395673.0,23176999.522,0.0
9,2024-04-01 18:00:00,0.2031,0.20707,0.20025,0.20629,250682585.0,1712001599999.0,50966254.677,62249.0,130341023.0,26519726.488,0.0
10,2024-04-01 20:00:00,0.20629,0.20668,0.20299,0.20411,182446766.0,1712008799999.0,37316050.385,42799.0,77707101.0,15891646.673,0.0
11,2024-04-01 22:00:00,0.20411,0.2066,0.20411,0.20503,107941734.0,1712015999999.0,22162296.517,24429.0,53522872.0,10989027.747,0.0
12,2024-04-02 00:00:00,0.20502,0.20517,0.2001,0.20386,166512738.0,1712023199999.0,33806009.184,48547.0,71499219.0,14515743.163,0.0
13,2024-04-02 02:00:00,0.20386,0.20386,0.18609,0.18865,681510921.0,1712030399999.0,130615100.945,232661.0,315301349.0,60370590.247,0.0
14,2024-04-02 04:00:00,0.18862,0.19079,0.185,0.18915,341581346.0,1712037599999.0,64152163.017,90338.0,164759543.0,30960946.803,0.0
15,2024-04-02 06:00:00,0.18915,0.19167,0.18616,0.18675,209154845.0,1712044799999.0,39539732.814,52404.0,98924630.0,18707952.524,0.0
16,2024-04-02 08:00:00,0.18675,0.18775,0.18001,0.18519,444795713.0,1712051999999.0,81892600.795,123071.0,217645477.0,40079397.182,0.0
17,2024-04-02 10:00:00,0.1852,0.1858,0.18,0.18439,371732120.0,1712059199999.0,67961050.6,106442.0,172910624.0,31626143.084,0.0
18,2024-04-02 12:00:00,0.18438,0.1872,0.1805,0.18511,416791775.0,1712066399999.0,76758682.282,104077.0,204019428.0,37588029.602,0.0
19,2024-04-02 14:00:00,0.18511,0.1907,0.18046,0.1814,440966402.0,1712073599999.0,82412207.634,111317.0,196946090.0,36835302.18,0.0
20,2024-04-02 16:00:00,0.18141,0.18645,0.18018,0.18531,289609321.0,1712080799999.0,53227479.178,72995.0,147167282.0,27053996.342,0.0
21,2024-04-02 18:00:00,0.1853,0.18928,0.18404,0.18654,271440338.0,1712087999999.0,50746735.866,69722.0,128722496.0,24072179.37,0.0
22,2024-04-02 20:00:00,0.18654,0.1877,0.1809,0.1837,207225117.0,1712095199999.0,38195468.745,56716.0,91329751.0,16829742.205,0.0
23,2024-04-02 22:00:00,0.18373,0.18582,0.18193,0.18248,133096910.0,1712102399999.0,24494051.012,40228.0,59765022.0,10998362.843,0.0
24,2024-04-03 00:00:00,0.18249,0.18539,0.171,0.18482,685894732.0,1712109599999.0,121957982.373,203648.0,338045998.0,60162280.231,0.0
25,2024-04-03 02:00:00,0.18482,0.18695,0.18312,0.18607,297505613.0,1712116799999.0,55092167.569,88735.0,139683949.0,25873751.152,0.0
26,2024-04-03 04:00:00,0.18607,0.18719,0.18279,0.18419,218006144.0,1712123999999.0,40443256.025,60785.0,101253638.0,18778876.358,0.0
27,2024-04-03 06:00:00,0.18417,0.18721,0.18371,0.18447,207500732.0,1712131199999.0,38454875.911,45877.0,108123633.0,20040761.322,0.0
28,2024-04-03 08:00:00,0.18447,0.1875,0.18286,0.18639,237794223.0,1712138399999.0,44166137.947,60227.0,131104343.0,24348900.276,0.0
29,2024-04-03 10:00:00,0.1864,0.18649,0.18118,0.18327,236913411.0,1712145599999.0,43504667.415,62606.0,118042745.0,21676922.879,0.0
30,2024-04-03 12:00:00,0.1833,0.18384,0.17699,0.17828,336285932.0,1712152799999.0,60513057.911,78155.0,164724435.0,29651772.818,0.0
31,2024-04-03 14:00:00,0.17829,0.18469,0.17825,0.17887,361694902.0,1712159999999.0,65788910.03,94248.0,169553031.0,30855222.429,0.0
32,2024-04-03 16:00:00,0.17885,0.18127,0.17506,0.17713,260962230.0,1712167199999.0,46593848.085,62979.0,135306236.0,24162565.484,0.0
33,2024-04-03 18:00:00,0.17714,0.17766,0.17394,0.17558,227042228.0,1712174399999.0,39829290.278,55746.0,109854911.0,19270908.652,0.0
34,2024-04-03 20:00:00,0.17561,0.17592,0.17002,0.17524,278702489.0,1712181599999.0,48123869.502,62829.0,131224334.0,22668635.138,0.0
35,2024-04-03 22:00:00,0.17524,0.177,0.17442,0.17522,201126597.0,1712188799999.0,35348232.578,41829.0,108311291.0,19036870.407,0.0
36,2024-04-04 00:00:00,0.17521,0.18051,0.17462,0.17776,220435410.0,1712195999999.0,39200867.144,54115.0,115094091.0,20469090.588,0.0
37,2024-04-04 02:00:00,0.1777,0.17803,0.17276,0.17417,182113976.0,1712203199999.0,31861769.597,58696.0,83207962.0,14560120.969,0.0
38,2024-04-04 04:00:00,0.17416,0.17599,0.17189,0.17532,142170209.0,1712210399999.0,24746821.042,50966.0,71352902.0,12419631.768,0.0
39,2024-04-04 06:00:00,0.17531,0.18101,0.1752,0.1791,185976383.0,1712217599999.0,33170330.503,57673.0,102110555.0,18212204.236,0.0
40,2024-04-04 08:00:00,0.17912,0.18208,0.1784,0.18135,163402312.0,1712224799999.0,29575204.613,42462.0,87739958.0,15882897.03,0.0
41,2024-04-04 10:00:00,0.18136,0.18252,0.18001,0.18173,99522034.0,1712231999999.0,18038245.596,30249.0,52897499.0,9589958.451,0.0
42,2024-04-04 12:00:00,0.18173,0.18837,0.18089,0.18322,338277291.0,1712239199999.0,62390511.095,84335.0,184562482.0,34035792.169,0.0
43,2024-04-04 14:00:00,0.18322,0.18515,0.18177,0.18315,200154309.0,1712246399999.0,36703960.451,52425.0,106895051.0,19607390.601,0.0
44,2024-04-04 16:00:00,0.18315,0.18731,0.18216,0.18713,197326379.0,1712253599999.0,36412838.159,52227.0,99864594.0,18432452.367,0.0
45,2024-04-04 18:00:00,0.18713,0.18813,0.1818,0.1823,216804120.0,1712260799999.0,40024977.194,61013.0,107224475.0,19795439.874,0.0
