index,date,open,high,low,close,volume,CT,QV,N,TB,TQ,I
0,2023-07-02 00:00:00,0.311,0.3241,0.299,0.3159,180011387.0,1688515199999.0,56688268.6249,150210.0,88504936.0,27887329.1428,0.0
1,2023-07-05 00:00:00,0.3159,0.3189,0.2604,0.2682,401760119.0,1688774399999.0,112301503.0714,305852.0,187436111.0,52405045.8467,0.0
2,2023-07-08 00:00:00,0.2682,0.2804,0.2572,0.2724,264231653.0,1689033599999.0,71393489.1479,168363.0,127854145.0,34555543.5437,0.0
3,2023-07-11 00:00:00,0.2724,0.3099,0.2677,0.3078,298833154.0,1689292799999.0,84913588.5632,215177.0,145881192.0,41460107.9862,0.0
4,2023-07-14 00:00:00,0.3078,0.3187,0.2582,0.2596,416147319.0,1689551999999.0,118885168.9815,283266.0,200454744.0,57350807.638,0.0
5,2023-07-17 00:00:00,0.2595,0.2697,0.2508,0.2541,266579906.0,1689811199999.0,69416473.3126,182269.0,132472349.0,34502487.6888,0.0
6,2023-07-20 00:00:00,0.2541,0.263,0.2485,0.2526,140019138.0,1690070399999.0,36043034.2685,100207.0,66599216.0,17146021.7738,0.0
7,2023-07-23 00:00:00,0.2526,0.2613,0.2341,0.2351,140688497.0,1690329599999.0,34640108.514,100730.0,64893689.0,15988444.2203,0.0
8,2023-07-26 00:00:00,0.2352,0.2511,0.2286,0.2469,136861566.0,1690588799999.0,33012435.0692,95601.0,67048335.0,16178158.2233,0.0
9,2023-07-29 00:00:00,0.247,0.2477,0.2322,0.2349,76591724.0,1690847999999.0,18481244.3263,60349.0,33956609.0,8195318.8709,0.0
10,2023-08-01 00:00:00,0.2349,0.2508,0.2246,0.234,172700098.0,1691107199999.0,41308212.2703,109046.0,81034520.0,19395024.1839,0.0
11,2023-08-04 00:00:00,0.2341,0.2413,0.2283,0.2374,89743927.0,1691366399999.0,21145296.1559,62646.0,42912172.0,10115440.5492,0.0
12,2023-08-07 00:00:00,0.2374,0.242,0.226,0.2365,125133925.0,1691625599999.0,29483745.7683,83413.0,59367889.0,13985617.0231,0.0
13,2023-08-10 00:00:00,0.2366,0.2462,0.2349,0.2403,146018311.0,1691884799999.0,34994577.4571,72084.0,71475895.0,17138392.4796,0.0
14,2023-08-13 00:00:00,0.2403,0.2461,0.219,0.2288,119490614.0,1692143999999.0,28326670.8197,69546.0,54731444.0,12971719.6809,0.0
15,2023-08-16 00:00:00,0.2287,0.2289,0.175,0.2,285499776.0,1692403199999.0,58891397.3064,165921.0,140090990.0,28881856.4426,0.0
16,2023-08-19 00:00:00,0.2,0.2124,0.1983,0.2041,129437590.0,1692662399999.0,26697685.7155,65496.0,60305155.0,12431467.3764,0.0
17,2023-08-22 00:00:00,0.204,0.2126,0.1923,0.2093,173203192.0,1692921599999.0,35226126.1049,85262.0,89512945.0,18222247.665,0.0
18,2023-08-25 00:00:00,0.2093,0.21,0.1994,0.2023,77164202.0,1693180799999.0,15752558.1361,46811.0,36477978.0,7444726.6458,0.0
19,2023-08-28 00:00:00,0.2022,0.2193,0.1967,0.2114,212267038.0,1693439999999.0,44116325.0611,113686.0,102202416.0,21255155.635,0.0
20,2023-08-31 00:00:00,0.2113,0.2161,0.198,0.2007,183218109.0,1693699199999.0,37587783.6834,80432.0,83921654.0,17271873.9912,0.0
21,2023-09-03 00:00:00,0.2006,0.207,0.1991,0.2021,112128786.0,1693958399999.0,22696981.9282,49467.0,51324824.0,10398964.04,0.0
22,2023-09-06 00:00:00,0.2021,0.2081,0.1961,0.2007,103479904.0,1694217599999.0,20879735.8178,52454.0,50827474.0,10258939.0179,0.0
23,2023-09-09 00:00:00,0.2006,0.2022,0.1827,0.1874,131547791.0,1694476799999.0,25213316.6492,69828.0,61618156.0,11807161.2002,0.0
24,2023-09-12 00:00:00,0.1874,0.196,0.1852,0.1929,121606553.0,1694735999999.0,23202901.859,75345.0,58635808.0,11190028.3005,0.0
25,2023-09-15 00:00:00,0.193,0.1989,0.187,0.1902,90950312.0,1694995199999.0,17584398.4035,58021.0,41360357.0,7992213.647,0.0
26,2023-09-18 00:00:00,0.1902,0.1964,0.1875,0.1944,72889520.0,1695254399999.0,14056954.9112,56082.0,33862088.0,6530061.8052,0.0
27,2023-09-21 00:00:00,0.1945,0.1959,0.186,0.1883,67798263.0,1695513599999.0,12830298.213,50600.0,34600543.0,6547258.7725,0.0
28,2023-09-24 00:00:00,0.1883,0.1915,0.1836,0.1883,94292022.0,1695772799999.0,17794075.616,49406.0,46980215.0,8862405.1007,0.0
29,2023-09-27 00:00:00,0.1883,0.1949,0.1846,0.1941,72517045.0,1696031999999.0,13720056.5977,54655.0,31420693.0,5948342.8802,0.0
30,2023-09-30 00:00:00,0.1942,0.2104,0.1942,0.199,131084186.0,1696291199999.0,26579847.5643,99964.0,61578867.0,12485353.019,0.0
31,2023-10-03 00:00:00,0.1989,0.2024,0.1921,0.193,81171770.0,1696550399999.0,16115231.8844,64441.0,34818875.0,6916493.8832,0.0
32,2023-10-06 00:00:00,0.1931,0.1969,0.1894,0.1928,54913914.0,1696809599999.0,10586572.4602,41769.0,25015940.0,4825762.6862,0.0
33,2023-10-09 00:00:00,0.1928,0.1935,0.1781,0.1819,73487051.0,1697068799999.0,13461399.0158,61889.0,31776187.0,5816844.203,0.0
34,2023-10-12 00:00:00,0.1818,0.1866,0.1764,0.1837,43670889.0,1697327999999.0,7935955.6597,39369.0,19346480.0,3518486.5404,0.0
35,2023-10-15 00:00:00,0.1837,0.1934,0.1751,0.1771,84213204.0,1697587199999.0,15445814.6857,71592.0,37139632.0,6808644.9987,0.0
36,2023-10-18 00:00:00,0.1771,0.184,0.1707,0.1823,78319711.0,1697846399999.0,13916150.031,62589.0,37568890.0,6674396.9942,0.0
37,2023-10-21 00:00:00,0.1823,0.2353,0.1817,0.2308,318019158.0,1698105599999.0,67466166.6292,267189.0,153236795.0,32494200.1839,0.0
38,2023-10-24 00:00:00,0.2309,0.2429,0.2165,0.224,295691931.0,1698364799999.0,67617726.378,291601.0,135388105.0,30978127.4354,0.0
39,2023-10-27 00:00:00,0.224,0.2511,0.218,0.2484,197225259.0,1698623999999.0,45983429.7361,177503.0,92776496.0,21675204.9623,0.0
40,2023-10-30 00:00:00,0.2485,0.2586,0.2301,0.2573,292805557.0,1698883199999.0,71133329.1237,264728.0,133621742.0,32481409.6709,0.0
41,2023-11-02 00:00:00,0.2574,0.2612,0.232,0.2516,172315999.0,1699142399999.0,42365203.5385,192850.0,82496302.0,20277928.8204,0.0
42,2023-11-05 00:00:00,0.2517,0.2779,0.25,0.267,240058334.0,1699401599999.0,64003116.4981,225208.0,110367767.0,29421203.4509,0.0
43,2023-11-08 00:00:00,0.267,0.2983,0.232,0.2933,396194088.0,1699660799999.0,107806466.9643,345335.0,195267474.0,53082507.196,0.0
44,2023-11-11 00:00:00,0.2932,0.3449,0.29,0.3044,435849369.0,1699919999999.0,137764542.9335,451918.0,208107105.0,65886024.6825,0.0
45,2023-11-14 00:00:00,0.3044,0.3792,0.2868,0.3497,412380606.0,1700179199999.0,139641147.007,462692.0,202949513.0,68836190.3986,0.0
46,2023-11-17 00:00:00,0.3496,0.364,0.3099,0.3342,213264514.0,1700438399999.0,70812520.3402,245797.0,99642358.0,33066632.5443,0.0
47,2023-11-20 00:00:00,0.3342,0.3482,0.278,0.298,275136335.0,1700697599999.0,84284057.8504,286967.0,140074034.0,42933250.0293,0.0
48,2023-11-23 00:00:00,0.298,0.3227,0.2934,0.3177,143545844.0,1700956799999.0,44104923.261,148625.0,69909852.0,21486443.2753,0.0
49,2023-11-26 00:00:00,0.3179,0.3225,0.2856,0.3172,163615921.0,1701215999999.0,50033162.1247,159264.0,75165093.0,23007340.405,0.0
50,2023-11-29 00:00:00,0.3172,0.3213,0.296,0.3156,163083878.0,1701475199999.0,50376743.4804,145014.0,76504932.0,23648997.1361,0.0
51,2023-12-02 00:00:00,0.3156,0.3296,0.29,0.3274,269782819.0,1701734399999.0,85656404.6998,242962.0,128859989.0,40900412.1081,0.0
52,2023-12-05 00:00:00,0.3274,0.3483,0.3135,0.3428,285879336.0,1701993599999.0,95088732.2367,305476.0,136501228.0,45456736.393,0.0
53,2023-12-08 00:00:00,0.3428,0.43,0.3412,0.4036,411625119.0,1702252799999.0,161652975.1961,508530.0,209621205.0,82296302.7488,0.0
54,2023-12-11 00:00:00,0.4038,0.4085,0.344,0.3761,28093250.0,1702511999999.0,10710792.6545,39697.0,12984956.0,4968970.4882,0.0
